,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
23189,TCD,Africa,Chad,2021-10-27,5069.0,0.0,0.0,174.0,0.0,0.0,299.675,0.0,0.0,10.287,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16914985.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,,,5.818,,54.24,0.39799999999999996,,,,
114884,TGO,Africa,Togo,2021-10-27,26024.0,13.0,12.571,242.0,0.0,0.28600000000000003,3069.5040000000004,1.5330000000000001,1.483,28.544,0.0,0.034,,,,,,,,,,1086.0,544223.0,64.191,0.128,1062.0,0.125,0.012,84.5,tests performed,,,,,,,,,,,,,8478242.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
113696,THA,Asia,Thailand,2021-10-27,1875315.0,8452.0,9066.143,18922.0,57.0,62.286,26809.04,120.82799999999999,129.607,270.504,0.815,0.89,,,,,,,,,,,,,,,,,,,72049529.0,40717544.0,29115651.0,2216334.0,812009.0,637490.0,103.0,58.21,41.62,3.17,9113.0,,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
112442,TJK,Asia,Tajikistan,2021-10-27,17486.0,0.0,0.28600000000000003,125.0,0.0,0.0,1793.505,0.0,0.028999999999999998,12.821,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,,,72.704,4.8,71.1,0.6679999999999999,,,,
114998,TKL,Oceania,Tokelau,2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,968.0,968.0,,,17.0,141.52,70.76,70.76,,12427.0,,1368.0,,,,,,,,,,,,,81.86,,,,,
117162,TKM,Asia,Turkmenistan,2021-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580976.0,4374694.0,3206282.0,,,41369.0,123.91,71.51,52.41,,6762.0,62.5,6117933.0,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100.0,7.4,68.19,0.715,,,,
114281,TLS,Asia,Timor,2021-10-27,19785.0,7.0,5.571000000000001,121.0,0.0,0.14300000000000002,14722.351,5.209,4.146,90.038,0.0,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343875.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
115187,TON,Oceania,Tonga,2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84506.0,51048.0,33458.0,,,635.0,79.16,47.82,31.34,,5948.0,,106759.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,
115780,TTO,North America,Trinidad and Tobago,2021-10-27,56160.0,147.0,219.571,1658.0,3.0,5.2860000000000005,40017.843,104.74799999999999,156.46,1181.438,2.138,3.766,,,,,,,,,,,,,,,,,,,1212615.0,620231.0,592384.0,,3865.0,3417.0,86.41,44.2,42.21,,2435.0,,1403374.0,266.88599999999997,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.7959999999999999,,,,
116383,TUN,Africa,Tunisia,2021-10-27,712139.0,126.0,139.286,25221.0,8.0,14.286,59664.3,10.557,11.67,2113.061,0.67,1.197,,,,,,,,,,5449.0,3053773.0,255.851,0.457,3272.0,0.27399999999999997,0.043,23.5,people tested,,,,,,,,,,,,,11935764.0,74.22800000000001,32.7,8.001,5.075,10849.296999999999,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
116979,TUR,Asia,Turkey,2021-10-27,7935977.0,26896.0,27409.714,69769.0,210.0,213.571,93317.51699999999,316.265,322.305,820.3989999999999,2.469,2.511,,,,,,,,,,355947.0,95858431.0,1127.18,4.186,354174.0,4.165,0.077,12.9,tests performed,115861861.0,55297093.0,48418126.0,12146642.0,187267.0,177336.0,136.24,65.02,56.93,14.28,2085.0,,85042736.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
117571,TUV,Oceania,Tuvalu,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10861.0,6209.0,4652.0,,,11.0,91.08,52.07,39.01,,922.0,,11925.0,373.06699999999995,,,,3575.1040000000003,3.3,,27.25,,,,,67.57,,,,,
111897,TWN,Asia,Taiwan,2021-10-27,16388.0,8.0,5.857,847.0,0.0,0.14300000000000002,686.9839999999999,0.335,0.24600000000000002,35.506,0.0,0.006,,,,,,,,,,11940.0,3918787.0,164.275,0.501,15805.0,0.6629999999999999,0.0,2698.5,people tested,23637150.0,16404793.0,7232357.0,,419521.0,388022.0,99.09,68.77,30.32,,16266.0,,23855008.0,,42.2,,8.353,,,103.95700000000001,,,,,,80.46,,,,,
113033,TZA,Africa,Tanzania,2021-10-27,26154.0,39.0,17.143,725.0,0.0,0.14300000000000002,425.279,0.634,0.27899999999999997,11.789000000000001,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61498438.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.28799999999998,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
118157,UGA,Africa,Uganda,2021-10-27,125861.0,73.0,71.0,3204.0,4.0,2.286,2670.8740000000003,1.5490000000000002,1.507,67.992,0.085,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47123533.0,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,0.544,,,,
118761,UKR,Europe,Ukraine,2021-10-27,2957359.0,23581.0,21901.286,69854.0,724.0,568.286,68037.157,542.506,503.86199999999997,1607.065,16.656,13.074000000000002,,,,,,,,,,72231.0,14154508.0,325.639,1.662,63543.0,1.462,0.345,2.9,tests performed,16793558.0,9576175.0,7217383.0,,291985.0,239485.0,38.64,22.03,16.6,,5510.0,,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
121274,URY,South America,Uruguay,2021-10-27,392879.0,294.0,193.857,6076.0,2.0,1.0,112729.373,84.35799999999999,55.623999999999995,1743.396,0.574,0.287,,,,,,,,,,,,,,,,,,,6585583.0,2759270.0,2617605.0,1208708.0,11541.0,10784.0,188.96,79.17,75.11,34.68,3094.0,,3485152.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.8170000000000001,,,,
120680,USA,North America,United States,2021-10-27,45726714.0,99693.0,72259.429,741582.0,2492.0,1419.0,137352.489,299.455,217.051,2227.541,7.485,4.262,,,,,,,,,,,,,,,,,,,416154424.0,220936118.0,190990750.0,14429771.0,1142398.0,852098.0,123.74,65.69,56.79,4.29,2534.0,,332915074.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.9259999999999999,,,,
121866,UZB,Asia,Uzbekistan,2021-10-27,184563.0,330.0,357.57099999999997,1312.0,3.0,2.4290000000000003,5438.598000000001,9.724,10.537,38.661,0.08800000000000001,0.07200000000000001,,,,,,,,,,,,,,,,,,,25473920.0,13325043.0,,,176575.0,167564.0,75.07,39.27,,,4938.0,,33935765.0,76.134,28.2,4.468999999999999,2.873,6253.104,,724.4169999999999,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
122819,VAT,Europe,Vatican,2021-10-27,27.0,0.0,0.0,,,0.0,33251.232,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,
96960,VCT,North America,Saint Vincent and the Grenadines,2021-10-27,4905.0,45.0,25.143,64.0,1.0,1.143,44082.359000000004,404.425,225.965,575.183,8.987,10.270999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.78700000000003,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
123412,VEN,South America,Venezuela,2021-10-27,402407.0,1148.0,847.143,4836.0,14.0,10.429,14018.733,39.993,29.511999999999997,168.47299999999998,0.488,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
16869,VGB,North America,British Virgin Islands,2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33527.0,17765.0,15762.0,,,32.0,110.2,58.39,51.81,,1052.0,,30423.0,207.97299999999998,,,,,,,13.67,,,,,79.07,,,,,
124056,VNM,Asia,Vietnam,2021-10-27,900585.0,4411.0,3812.0,21856.0,54.0,62.857,9173.839,44.933,38.830999999999996,222.637,0.55,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.7040000000000001,,,,
122218,VUT,Oceania,Vanuatu,2021-10-27,6.0,2.0,0.28600000000000003,1.0,0.0,0.0,19.08,6.36,0.909,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
124273,WLF,Oceania,Wallis and Futuna,2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11361.0,5897.0,5464.0,,,37.0,102.41,53.15,49.25,,3335.0,,11094.0,,,,,,,,,,,,,79.94,,,,,
97304,WSM,Oceania,Samoa,2021-10-27,3.0,0.0,0.0,,,0.0,14.989,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.5639999999999996,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
125484,YEM,Asia,Yemen,2021-10-27,9728.0,17.0,18.857,1868.0,10.0,6.7139999999999995,319.04900000000004,0.5579999999999999,0.618,61.265,0.32799999999999996,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30490639.0,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000002,18.8,495.00300000000004,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
105121,ZAF,Africa,South Africa,2021-10-27,2920581.0,472.0,390.714,89049.0,62.0,42.143,48642.304000000004,7.861000000000001,6.507000000000001,1483.112,1.033,0.7020000000000001,,,,,,,,,,33030.0,18440973.0,307.135,0.55,27026.0,0.45,0.013999999999999999,69.2,people tested,,,,,,,,,,,,,60041996.0,46.754,27.3,5.343999999999999,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,
126073,ZMB,Africa,Zambia,2021-10-27,209657.0,9.0,12.286,3660.0,0.0,0.28600000000000003,11080.851999999999,0.47600000000000003,0.649,193.43900000000002,0.0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18920657.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.584,,,,
126660,ZWE,Africa,Zimbabwe,2021-10-27,132808.0,84.0,53.0,4675.0,1.0,2.286,8799.794,5.566,3.512,309.763,0.066,0.151,,,,,,,,,,4030.0,1361473.0,90.211,0.267,3010.0,0.19899999999999998,0.018000000000000002,56.8,tests performed,5882681.0,3301048.0,2581633.0,,16052.0,14559.0,38.98,21.87,17.11,,965.0,,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.5710000000000001,,,,
