"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un","indoor_80_years","indoor_under_5s","outdoor_80_years","outdoor_under_5s","excess_mortality_from_air_pollution_all_sources","death_rates_from_all_air_pollution_per_100_000","yll_rates_from_all_air_pollution_per_100_000","indoor_5_to_49","indoor_50_to_79","outdoor_5_to_49","outdoor_50_to_79"
"69",32.234,0.382420976,2.450969495,2.386684087,31.94828534,204.7593563,199.3888126,4.271764756,27.37811411,26.66002552,0,0.01792546,0.01792546,0,61.55602964,61.55602964,326845,3970,7.6316878,4.1564257,5.2995146,5.2995146,0.27,0.1,0.133755738,0.080584068,0.120383674,0.413668974,0.249223918,0.372312934,25.06,43.88,147.84,31.21,5.54,22.17,3.55,15.54,9.83,0.04,0.39,144.51,4.33,21.9,24.2,19.4,7.575,1527.02,4,26.13158,43438.5412,NA,22.7,NA,1413.36,6.068,NA,41.67,2,2,51.79,NA,17257,100,4116.171894,93.6,0,0,2.91,2.37,1.21,0,22.96,22.96,0.36,127.52,0,29.55,7.74,0.37,0.24,22.96,0.74,2.91,10.79,700.42822,NA,12,2,2.46,2.4,2.6,150.2604665,NA,82.993,82.3,27.16196688,25.5912036,0.9,0,6,4,343360,1,0,34,0,142,43.16109422,707.2948328,0,0,1,23
"70",86.963,0.788195593,2.124408033,3.219106537,65.84758505,177.477697,268.9312061,27.32972627,73.66127208,111.6186151,0.6541131,42.66327,71.48567,8756342.804,571115633.2,956949237.2,518385376,790668604,9.053893,8.3259159,7.5498721,7.5498721,2.58,0.5,118987.3967,183143.7234,321468.3266,232.1997819,357.3986305,627.3343008,7.9,26.27,344.27,85.07,27.09,138.8,19.45,80.67,23.45,6.53,5.71,86.89,2.74,3.9,2.7,5.1,4.225,111.83,2,NA,6806.4986,28572.13065,1.91,53.7,111.83,19.656,NA,70.83,0,1,72.68,NA,47950,12.5,237.7234161,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,9.66,154.66501,3.9127e+11,20.8,47.7,40.83,21.4,38.7,3622.58324,7.4,69.656,67.5,21.81452731,22.00366557,27.7,1040,876086,571527,1393409033,143662,51057,209961,59599,1853455,141.3716697,4197.1737,86262,501927,128079,727035
"71",49.4,1.020366482,2.663409884,5.056987635,85.24364932,222.5070914,422.4718158,20.86858118,54.47217871,103.4257385,1.066842,35.58759,71.30388,2823353.463,94181092.86,188702785,156962565,101199548,7.4193282,7.9842802,7.347647,7.347647,1,0.24,7272.128659,12446.09086,28585.46572,82.43602785,141.0874781,324.0416058,18.6,48.38,384.93,149.73,20.78,62.84,27.91,83.27,45.3,2.98,1.84,82.91,3.06,6.9,4.8,8.9,5.347,190.66,2,NA,11851.7372,2613.836175,1.85,15.5,163.97,NA,-1.94231993357779e-05,68.98,1,1,72.44,NA,36015,59,369.2864404,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,8.71,189.93916,9.857e+10,8.4,27.2,29.15,14.8,16.5,2249.603275,NA,71.716,68.6,22.58718339,23.90401041,13.5,109,90145,56952,276361788,9111,2447,11864,1809,174383,67.7047358,2047.758529,10106,39171,13734,53244
"72",396.45,0.870882295,2.008571733,3.459457249,72.75541312,167.800479,289.0106306,21.81011213,50.30206145,86.63759836,0.03890009,2.204791,10.49139,31382.23955,1778692.011,8463818.828,71424438,7936049,11.3852069,12.860293,11.0630794,11.0630794,0.41,0.17,43.26512702,55.9499208,206.2125559,1.328461976,1.717950402,6.331786323,6.7,47.64,352.24,67.36,20.78,31.62,8.54,59.15,10.94,1.48,1.41,104.48,4.73,25.8,19.3,32.2,4.865,493.39001,3,42.0033,17011.3042,16.0510575,NA,NA,504.64,NA,NA,74.54,1,1,67.08,NA,30911,90,1261.730503,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.15,500.40799,3.48e+09,7.7,15.5,15.91,9,4.9,1392.306919,NA,76.677,75.1,25.39401948,27.2634146,9.5,21,17961,12000,85028760,66,5,7983,430,67385,85.17994375,1982.833862,38,153,3904,17346
"73",266.617,1.164338457,2.504804723,3.919958686,97.27138321,209.2568691,327.4819287,25.02542643,53.83641323,84.25268194,0.706506,18.24499,50.81578,265312.6509,6851501.138,19082738.58,30914996,5200653,17.2299941,17.4914421,13.7771144,13.7771144,0.35,0.16,3.099555605,12.04861261,24.26456267,0.310474336,1.206877849,2.430517449,21.1,50.31,613.13,129.92,50.48,41.87,10.24,142.58,6.93,1.52,3.37,99.31,3.12,30.4,23.4,37,4.785,178.81,3,29.54186,12835.8126,NA,NA,11.6,NA,NA,NA,75.93,1,1,69.35,NA,38798,NA,481.0398448,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.17,367.85107,1.166e+10,NA,32,25.65,17.3,27.2,1913.346863,NA,70.604,69.2,27.9517395,29.94273994,18.4,30,23339,15085,41179351,78,69,2498,1472,28963,79.51844052,2528.138952,140,372,3509,10991
"74",382.762,0.577231411,2.058216272,2.470563485,48.22317552,171.9478924,206.3962812,11.81372843,42.12384777,50.56302468,0.1854279,0.3040497,0.3353735,8914.238613,14616.84879,16122.70539,4232536,444299,7.3088405,5.1438133,6.2155942,6.2155942,0.17,0.07,0.851403099,1.341764391,0.849139936,0.191230184,0.301368238,0.190721865,35.14,42.09,159.45,29.93,9.19,34.72,6.61,22.99,11.65,0.15,0.32,152.01,3.92,25.3,25.1,25.5,7.035,1408.09,4,31.3598,64684.302,NA,20.33,NA,1248.55,9.403,NA,48.15,2,2,62.5,1.82536912,19319,100,5334.947576,88.4,NA,NA,NA,2.77,0.67,3.95,11.65,17.89,0.15,291.99,NA,14.76,4.82,0.34,0.17,NA,0.47,2.96,10.7,809.01556,NA,9.5,3.6,3.73,2.8,2.9,310.7764911,6.237350568,82.305,80.6,28.09450077,27.20344034,2.3,0,199,138,4982904,15,0,562,0,3049,65.0383959,1171.906997,0,14,37,516
"75",286.868,0.508129071,1.918522938,2.675549201,42.45021475,160.2776055,223.5212365,6.230197422,23.52311126,32.80505032,0,0.4831344,0.9977683,0,42096.94968,86938.54528,8380100,0,7.0922374,5.7613617,6.7878403,6.7878403,0.29,0.12,6.588797326,8.987716548,9.032278833,0.961916049,1.312140647,1.318646414,28.12,40.79,119.21,26.23,22.52,18.42,7.31,56.8,10.34,0.16,0.37,134.5,3.95,26.1,25.9,26.2,7.195,1097.22,4,39.01302,32954.7701,NA,13.76,NA,936.83,19.317,-0.000883535458363321,52.78,2,1,61.31,NA,17719,100,2819.111414,85.5,0.37,0.59,2.03,2.19,1.31,2.48,5.07,9.58,0.53,14.65,2.93,7.41,4.37,0.4,0.16,4.17,0.61,2.99,10.7,686.99359,NA,NA,4,3.85,3.3,7,285.1116599,5.162098361,82.972,82.1,27.82790048,27.12482237,2.1,1,510,338,8789776,18,0,1029,3,7636,94.69246032,1675.868056,1,15,65,865
"76",623.534,0.316287353,2.256911343,3.093535301,26.42333779,188.5473135,258.4407102,3.563861467,25.43041726,34.85732559,0.996795,1.881131,2.472911,603426.8885,1138774.799,1497018.936,60426929,303653,7.0540891,4.6222522,7.4494739,7.4494739,0.23,0.08,21.33296377,24.20477728,34.517873,0.215294503,0.244277146,0.348357987,44.23,49.15,144.02,31.69,8.78,19.04,10.14,26.86,9.26,0.39,0.22,143.27,3.96,19.9,20.1,19.5,6.488,1227.58,4,35.928,34364.1682,NA,20.72,NA,1208.21,12.9,-0.000286578152007247,75.46,1,2,81.55,1.741591692,16957,100,3350.575515,88.7,0.93,0.13,2.12,2.62,1.02,9.91,14.83,17.56,0.14,44.33,0.53,7.44,6.55,0.09,0.17,7.12,0.99,3.18,10.59,765.02649,NA,18.3,3.4,3.5,2.9,10.5,265.355629,9.713207516,83.512,82.8,26.64890335,24.85762136,2.1,1,1243,875,60367471,298,0,17032,5,81473,136.2470453,2077.96101,13,192,586,9708
"77",66.19,1.014786055,4.057104501,5.497522295,84.77744822,338.9393902,459.2750456,15.58050759,62.29071352,84.40615377,0.876297,34.51796,52.39908,25595.34721,1008218.87,1530500.1,2349242,522692,9.2817333,14.4098648,14.500917,14.500917,0.49,0.21,3.770326911,5.812347618,10.23805723,2.305956156,3.554869136,6.261661563,22.1,31.1,248.65,105.69,30.32,27.8,8.43,147.02,13.58,0.27,1.73,158.63,2.78,24.7,15.3,33.4,6.309,366.34,3,45.45747,7272.9805,7.7054785,4.07,1.8,368.03,NA,NA,66.67,0,0,75.36,NA,32646,20.1,511.3773951,63.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55,121.21803,1.8e+08,NA,15.7,15.6,11,5.6,1665.110074,6.7,74.475,75.4,25.97758141,29.86594518,11.6,1,625,504,2973462,101,5,343,9,1580,56.56999642,1208.77193,16,122,53,409
"78",13.678,3.034385921,3.649771285,5.199124462,253.4992416,304.9098818,434.3462374,35.14447641,42.27191404,60.21663419,0.9434035,1.209406,1.616443,1196101.646,1533355.036,2049420.141,127141000,0,8.3588827,5.0036277,8.4964572,8.4964572,1.36,0.2,139.8796285,94.0614781,426.0182665,0.552538258,0.371552068,1.682813956,30.22,48.28,94.69,31.75,9.7,12.67,8.24,16.2,6.87,0.23,0.2,120.91,2.69,4.3,4.8,3.7,6.118,1212.01,4,32.85473,38673.8081,NA,NA,NA,1211.9,10.938,-7.93440397254428e-05,50.46,2,2,50.65,NA,15700,100,4405.131829,89,NA,NA,3.55,7.79,NA,NA,58.03,66.39,2.64,NA,NA,NA,NA,2.62,0.12,12.14,NA,13.05,10.78,576.96307,NA,10.8,2.7,2.76,2.9,1.6,182.5704198,8.951731761,84.629,83.3,23.68088582,21.82460637,0.9,2,1720,966,126050796,30,0,30095,17,202811,160.2324287,2422.696688,0,16,1113,16735
"79",65.47,0.643548024,1.610624012,4.130602626,53.76341055,134.5550553,345.0795845,13.79841212,34.53363704,88.5648859,0,0.3593719,19.90089,0,35143.59981,1946142.462,9031072,128230,16.510798,17.1804625,13.4508012,13.4508012,0.36,0.18,1.704340143,1.443525314,5.65300118,0.692248746,0.58631406,2.296069241,15.3,49.27,297.16,72.66,40.39,22.19,11.8,95.57,11.48,0.6,0.78,97.41,3.4,35.5,28.2,43.1,4.094,331.66,2,33.65573,11506.3383,NA,NA,1.7,NA,NA,NA,51.85,1,0,53.33,NA,30626,75,568.122532,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.19,142.87909,3.763e+10,NA,17.9,14.91,10.7,16.9,1573.533901,NA,74.526,73.8,28.50538669,30.08778993,10.6,4,3764,2656,10269022,0,0,331,73,4662,61.38248848,1706.34628,0,0,274,982
"80",118.285,0.652794041,1.759645705,2.796565717,54.53584305,147.0046538,233.6312211,7.72641415,20.82701529,33.09991139,0,0.1029689,1.16534,0,18573.29953,210201.4188,17105523,438603,12.3560972,11.3681004,11.6856272,11.6856272,0.31,0.12,0.629721401,3.35391534,3.395181939,0.084860287,0.451968472,0.457529495,52.04,26.4,534.53,136.11,11.76,46.9,49.78,25.93,13.69,0.22,1.06,121.92,3.41,21,18.9,22.7,6.168,340.60999,3,27.79287,25307.5554,1.181724,4.9,0.2,364.64,NA,NA,57.41,0,0,51.79,NA,42084,70,903.3240914,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,350.55191,4.23e+09,NA,14.1,15.82,10.1,3.2,1142.521387,NA,73.597,69.1,26.48649063,26.66546632,7,5,4070,2466,18994958,668,52,2157,103,15412,87.44397163,2241.095035,373,2062,1047,6278
"81",17.37,0.766345623,1.851108442,3.084440941,64.0221907,154.645651,257.6809474,21.26219634,51.35885164,85.57756047,10.6535,55.18997,78.95827,5350344.626,27717215.88,39654006.25,14218114,33018145,5.8172238,6.1624503,4.2423771,4.2423771,0.42,0.11,1989.655712,2803.290055,3686.789729,243.664114,343.3062231,451.5044224,4.1,35.16,225.89,74.35,8.37,34.06,19.56,41.49,38.5,3.54,17.21,85.11,2.21,7.1,2.8,11.1,4.547,100.36,2,40.77577,3377.4704,2502.698639,2.39,39.9,124.39,NA,NA,62.96,1,0,64.76,NA,62578,39.4,157.1920959,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,52.449409,1.9222e+11,NA,50.6,48.15,22.8,22.9,3504.208152,NA,66.699,60.6,22.22532695,24.58874859,22.2,60,46373,26742,54985702,2603,4965,1033,1678,14852,32.25190081,1375.87408,2069,6928,889,2955
"82",177.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3935794,0,19.6593654,19.6190961,14.6246098,14.6246098,0.55,0.28,0.205670854,0.144062366,0.895677686,0.229314705,0.160623725,0.998644482,12.28,49.61,245.7,47.47,19.5,13.71,8.96,48.74,8.11,0.23,0.55,81.8,4.34,37.9,33.3,45.6,6.106,NA,4,NA,65520.7367,NA,NA,NA,NA,NA,NA,49.07,1,1,58.33,NA,22687,100,2977.514144,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.46,428.12521,NA,NA,8.6,8.36,6.3,17.8,640.673225,NA,75.489,74.3,29.19359451,30.66093207,3.2,0,384,274,4328553,0,0,106,14,2465,63.33504625,1891.341213,0,0,241,506
"83",174.428,0.964181593,2.45844371,3.641826927,80.54984068,205.3837686,304.2461928,21.95190177,55.97235545,82.91490687,0.2792233,22.42636,57.584,17306.81858,1390030.646,3569171.488,5557788,399112,9.9323155,10.8247126,9.3400427,9.3400427,0.43,0.14,0.319665999,1.866156184,1.674994259,0.184566349,1.077467215,0.967095582,22.15,27.53,574.47,143.43,11.18,52.89,49.2,26.46,8.96,0.69,1.08,96.57,3.36,16.6,14,18.6,6.25,161.92,2,29.70122,5176.9883,19.040736,3.88,0.5,160.46,NA,NA,57.41,1,2,58.33,NA,39969,83,286.577877,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78,138.24355,2.132e+10,NA,21.3,22.07,12.1,5,1820.068974,NA,71.45,70.3,26.13858825,27.43290879,11.5,3,2754,2101,6628347,407,157,679,142,4257,71.66666667,1998.164983,177,978,245,1524
"84",33.4,0.448210108,2.058050542,3.328510193,37.44445349,171.9340469,278.071027,6.133481535,28.16316446,45.54862871,0.1421721,1.378721,2.62944,2761.334769,26778.18105,51070.24581,1736269,241258,7.8315259,6.5982073,9.5992022,9.5992022,0.21,0.09,0.144786768,0.572990928,0.973560693,0.052108848,0.206219792,0.3503851,56.63,28.15,423.55,112.19,6.1,9.69,14.14,22.42,15.36,0.41,0.43,153.46,4.08,23.6,21.6,25.1,6.229,706.84998,4,35.09615,24312.6778,13.2423825,8.26,NA,545.57,NA,-0.00514209868330136,41.67,0,0,45.83,NA,29932,70,1429.309665,77.7,0.56,0,5,3.3,1.18,9.27,13.9,32.44,0.63,43.25,0,9.8,6.18,1.25,0.15,23.17,0.7,5.57,9.85,594.9317,NA,7.8,7.9,5.54,5.9,3.7,374.9379534,NA,75.292,73.9,27.19496331,26.45084333,5.2,0,76,48,1866934,137,0,693,1,3061,155.3018772,3059.512938,14,200,53,931
"85",86.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4722144,1129335,14.4658527,12.2357376,11.051152,11.051152,0.43,0.2,3.794317521,1.441374979,19.76077389,1.219445717,0.463239709,6.350863084,29.1,47.34,217.53,25.17,11.09,19.23,9.24,37.54,5.66,0.25,0.64,134.32,3.62,32,27.4,37,4.024,705.17999,3,31.83245,12558.9669,NA,NA,NA,NA,NA,NA,65.74,0,1,68.81,NA,20828,48.3,1117.255973,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.79,358.2995,2.968e+10,9.5,8.3,7.81,6.7,6.2,582.5027634,NA,78.93,78.9,28.1243274,27.64767452,4.8,1,1030,635,6769151,0,0,637,5,6032,103.0934707,2259.425353,0,0,141,1071
"86",20.072,0.607529939,2.306327231,4.189361766,50.75438087,192.675625,349.9884516,23.5681349,89.47021014,162.5194693,6.356867,51.53199,76.94296,132948.2793,1077746.223,1609194.299,658917,1515728,7.3050801,9.8530791,7.5376578,7.5376578,0.3,0.12,129.9835286,184.6699094,242.5568236,243.4497465,345.873382,454.2913849,11.3,32.64,501.31,199.94,33.31,144.87,18.68,197.82,37.26,1.08,8.64,168.44,1.86,16.6,4.6,26.7,3.512,75.699997,2,44.8797,2731.4661,420.627168,1.76,32,75.72,NA,NA,60.19,0,0,60,NA,99421,17.6,251.1429737,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,42.327137,2.32e+09,NA,97.1,76.76,28.5,21.9,4508.359369,NA,54.331,49.5,22.81298191,27.1352051,32.7,3,2078,1106,2159067,264,179,195,107,1167,54.66042155,2108.52459,220,824,151,612
"87",16.213,0.970414826,2.982044337,5.066444218,81.07057863,249.126511,423.2618395,127.3360987,391.2985269,664.809753,26.97557,87.50218,97.57058,1268452.806,4114552.009,4587991.133,760436,3739185,7.7892159,7.6008282,5.6957736,5.6957736,0.28,0.08,223.6108744,303.8631394,422.6917641,288.1781619,391.603142,544.7433448,1.6,32.67,346.06,114.1,26.69,36.09,41.05,87.07,34.95,3.46,19.99,134.02,2.07,9.9,5.5,14.2,5.121,83.059998,1,35.26546,818.4211,589.3702815,1.75,71.2,54.42,NA,NA,46.3,1,0,59.29,NA,62373,NA,127.7707491,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11,25.088203,2.1117e+11,NA,69.9,78.9,27.5,42.9,4654.678674,NA,64.104,60.3,23.17230055,25.19952427,24.1,10,6860,3503,5180208,287,448,106,131,3374,74.92782589,3174.46147,391,1571,144,601
"88",118.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6022967,211988,15.1971092,16.5917053,14.2216907,14.2216907,0.34,0.16,3.875513026,5.109389794,12.80712876,1.984116402,2.615814739,6.556766564,10.1,55.55,310.43,62.95,43.25,30.58,16.93,87.13,9.96,0.5,0.98,129.9,4.15,32.5,25,39.6,5.33,NA,3,NA,15013.3124,NA,NA,1.5,NA,NA,NA,72.22,0,0,63.21,NA,28906,NA,NA,69.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.85,230.01372,1e+07,NA,13.4,14.6,14.1,NA,685.4828238,NA,72.913,71.5,27.05258408,29.56632955,7.2,1,842,511,6958538,2,0,509,15,6200,98.7575661,2609.971328,1,6,394,1545
"89",26.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,44.44,0,0,52.5,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.494,NA,NA,NA,NA,NA,NA,NA,38254,4911.57,2296.03,7639.15,1601.93,67646.12,100.5420049134,2956.50853021,2716.71,14662.29,3112.96,16540.68
"90",51.795,0.512512295,1.999557172,3.215128148,42.81639892,167.0473828,268.5988427,4.492018174,17.52552523,28.1796441,0.8064244,1.322372,2.856601,22808.93192,37402.00932,80796.18838,2684137,220773,8.9232895,7.0877929,9.5350186,9.5350186,0.14,0.06,0.347867144,1.458779845,2.349074471,0.087075621,0.365151358,0.588003554,55.21,27.63,382.11,75.98,4.51,13.87,22.88,13.75,18.61,0.28,0.57,149.49,4.15,26.3,24.2,27.8,6.391,756.90002,4,35.70781,27370.5548,15.190424,9.16,NA,601.98,12.39,-0.00137553525050728,29.63,2,2,48.81,NA,30215,95,1874.615864,76.6,0.05,0,6.5,5.47,1.39,2.83,25.81,32.88,0.5,40.59,0,9.28,5.28,0.99,0.24,30.05,1.07,6.56,9.96,601.2337,NA,NA,4,5.17,5.4,4.5,387.5722797,NA,75.933,73.1,27.21831369,26.05921691,2.5,0,114,65,2689862,48,0,1138,2,4786,166.2960389,3244.440584,4,60,93,1289
"91",234.833,0.334489337,2.038379917,2.491222593,27.94397138,170.2907199,208.1221882,4.005149997,24.40740677,29.82971067,0.1291701,0.3475719,0.4126038,770.2878075,2072.696366,2460.504997,555934,13670,6.9729089,3.9014333,5.2535003,5.2535003,0.2,0.08,0.36267577,0.204403632,0.366062672,0.618367412,0.348511136,0.624142128,44,35.63,150.35,35.46,8.54,24.54,11.32,20.95,11.3,0.11,0.19,139.45,4.15,22.6,24.5,20.7,7.404,2113.2,4,35.36809,57427.5003,NA,32.39,NA,2155,8.736,NA,37.96,1,0,51.79,NA,18648,97.6,6381.507524,89.3,NA,NA,NA,3.7,1.23,1.71,6.58,16.45,0,71.47,10.28,24.27,4.19,0.74,0.21,8.57,0.68,4.51,11.16,679.28198,NA,NA,1.9,2.37,3.4,9.4,166.9540009,NA,82.25,81.3,27.24497208,25.75479558,0.9,0,11,7,634814,1,0,101,0,476,83.95061728,1516.931217,0,0,5,78
"92",8.812,1.07819951,2.588895697,3.45983533,90.07514702,216.2820131,289.0422163,58.73564044,141.031827,188.4768469,70.25125,93.5762,96.73974,17963623.98,23927939.65,24736873.91,2908091,21325997,6.3172086,4.780814,3.3602759,3.3602759,0.95,0.2,886.1082513,1356.804515,1693.585091,260.5951733,399.0220236,498.0656703,3.5,31.48,505.29,192.37,10.56,89.87,25.66,55.94,43.67,3.04,21.16,124.25,1.8,5.3,3,7.5,4.339,46.939999,1,42.64818,1427.6004,6270.58539,1.62,66.9,46.66,NA,NA,53.7,0,0,51.79,NA,54971,3.7,76.74339356,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,16.622654,1.1243e+11,NA,49.6,78.11,21.3,35,5515.980977,NA,67.041,64.5,21.57781202,21.14453119,19.7,72,50976,25725,28427333,2272,5205,945,1821,8258,34.07468537,1414.355271,4004,9663,1687,4086
"93",9.566,0.28486552,1.615605276,2.703610821,23.79828901,134.971201,225.8655657,21.90721089,124.2460146,207.9176606,1.302718,79.03726,92.84431,230193.6577,13966089.34,16405830.97,7205179,10368428,6.6198552,6.0038419,4.2931328,4.2931328,0.8,0.18,884.421835,1291.87512,1679.169686,239.6245676,350.0196453,454.9529353,2.4,42.38,312.91,88.49,14.34,44.41,28.02,64.29,49.16,6.16,25.65,178.75,2.29,5.8,2.2,9.1,3.869,61.68,1,44.69431,1116.6402,3664.742496,1.27,56,57.94,NA,NA,42.59,1,1,56.55,NA,70678,NA,108.1896442,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46,11.881274,1.6338e+11,NA,65.4,70.85,30.3,28.4,4574.614403,NA,64.263,61,22.59813348,23.26532312,21.8,38,26610,15299,19647681,1297,3710,611,1563,7132,41.42898635,1694.371188,1325,4978,627,2396
