"","iso_code","continent","Entity","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"113","LBR","Africa","Liberia",5818,0,0.143,287,0,0,1123.121,0,0.028,55.403,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180208,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,NA,NA,NA,NA,"c",83.059998,"24.41964","35.46662","43.93874","52.3278","61.54746","71.68078","83.8906","101.66544","130.57032","225.0926","29.94313","48.13327","66.61412","92.77802","177.83146",0,NA,802.0499464,"LBR",35.26546,1,54.42,44.06,71.2,21.5,32.1,46.4,1.75,589.3702815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","LBY","Africa","Libya",365830,593,501.714,5319,12,13.286,52572.825,85.219,72.101,764.385,1.725,1.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6958538,3.623,29,4.424,2.816,17881.509,NA,341.862,10.43,NA,NA,NA,3.7,72.91,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14879.98843,NA,NA,3,NA,NA,1.5,44,48.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","LCA","North America","Saint Lucia",12844,7,13.714,270,0,0.857,69652.551,37.961,74.372,1464.2,0,4.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184401,293.187,34.9,9.721,6.405,12951.839,NA,204.62,11.62,NA,NA,87.202,1.3,76.2,0.759,NA,NA,NA,NA,"i",563.95001,"50.7555","125.76085","192.8709","255.46935","329.91075","401.5324","496.276","663.2052","945.74415","2177.9749","88.258175","224.170125","365.721575","579.7406","1561.859525",0,NA,10239.56104,"LCA",51.23331,3,103.13,75.99,1,6.2,81.8,12,NA,12.782592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","LIE","Europe","Liechtenstein",3945,68,23.429,61,0,0,103126.47,1777.592,612.448,1594.604,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38254,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","LKA","Asia","Sri Lanka",552994,720,905.857,14034,18,20.286,25723.874,33.493,42.138,652.826,0.837,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,5307,5567326,258.978,0.247,6157,0.286,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,NA,NA,NA,NA,"c",268.32999,"78.88902","109.21031","132.01836","154.82641","179.51277","208.49241","246.05861","298.11463","394.17677","881.73238","94.049665","143.422385","194.00259","272.08662","637.954575",0,NA,10667.15961,"LKA",39.34577,2,228.33,165.08,NA,NA,NA,NA,2.6,38.535021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","LSO","Africa","Lesotho",21697,6,1.714,661,0,0.286,10049.248,2.779,0.794,306.151,0,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2159067,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,NA,54.33,0.527,NA,NA,NA,NA,"c",75.699997,"6.813","14.6858","21.4988","29.9015","38.9855","50.9461","65.859","87.6606","131.1881","309.4616","10.7494","25.70015","44.9658","76.7598","220.32485",0,NA,2517.01021,"LSO",44.8797,2,75.72,44.41,32,13.9,30.8,55.3,1.76,420.627168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","LTU","Europe","Lithuania",446120,1939,2180.714,6375,31,28.571,165852.375,720.855,810.716,2370.01,11.525,10.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.882,NA,NA,NA,NA,"i",756.90002,"161.9766","302.76","403.4277","476.847","557.0784","649.4202","760.6845","915.849","1176.9795","2163.9771","232.3683","440.13735","603.2493","838.26675","1670.4783",0,-3.7,25813.09716,"LTU",35.70781,4,601.98,493.52,NA,NA,NA,NA,9.16,15.190424,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","LUX","Europe","Luxembourg",84866,128,198.143,859,0,1,133686.403,201.634,312.127,1353.152,0,1.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.916,NA,NA,NA,NA,"i",2113.2,"585.3564","934.0344","1162.26","1386.2592","1627.164","1893.4272","2210.4072","2671.0848","3305.0448","5356.962","759.6954","1274.2596","1760.2956","2440.746","4331.0034",0,NA,91408.36842,"LUX",35.36809,4,2155,1762.81,NA,NA,NA,NA,32.39,NA,8.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","LVA","Europe","Latvia",241839,1077,1163,3796,31,33.571,129538.055,576.882,622.946,2033.28,16.605,17.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,14409,5159133,2763.425,7.718,13159,7.048,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866934,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.866,NA,NA,NA,NA,"i",706.84998,"177.41935","323.03045","403.61135","462.98675","534.3786","624.14855","736.5377","872.2529","1087.1353","1846.99905","250.2249","433.29905","579.263575","804.3953","1467.067175",0,-9.6,22076.41849,"LVA",35.09615,4,545.57,448.22,NA,NA,NA,NA,8.26,13.2423825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","MAC","Asia","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",821561,464836,361897,NA,NA,3139,124.78,70.6,54.97,NA,4768,1383,0.21,37.96,658391,20546.766,39.2,9.798,4.991,104861.851,NA,NA,NA,NA,NA,NA,NA,84.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133341.0621,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","MAR","Africa","Morocco",948391,120,111.571,14747,1,3,25395.539,3.213,2.988,394.888,0.027,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,NA,1.1,76.68,0.686,NA,NA,NA,NA,"c",305.10001,"82.377","122.04","150.7194","177.2631","206.8578","241.3341","286.1838","350.5599","461.0061","972.9639","102.2085","163.99125","224.09595","318.37185","716.985",0,NA,7146.28198,"MAR",39.54851,2,238.74,172.04,15.4,47.3,18.5,34.2,2.55,55.67418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MCO","Europe","Monaco",3498,12,6.714,36,0,0,88512.146,303.644,169.896,910.931,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39520,19347.5,NA,NA,NA,NA,NA,NA,5.46,NA,NA,NA,13.8,86.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","MDA","Europe","Moldova",354755,977,881,8602,53,58.429,88159.244,242.792,218.935,2137.661,13.171,14.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,NA,NA,NA,NA,"c",286.64999,"122.97285","163.10385","189.47565","213.55425","238.20615","265.15125","297.82935","341.97345","413.06265","621.17055","143.03835","201.51495","251.6787","319.9014","517.1166",0,NA,4753.548815,"MDA",25.66165,2,284.48,246.16,0.8,31.2,21.5,47.3,4.86,0.246886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","MDG","Africa","Madagascar",43672,0,5.714,964,0,0,1536.268,0,0.201,33.911,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,NA,NA,50.54,0.2,67.04,0.528,NA,NA,NA,NA,"c",46.939999,"10.13904","16.75758","21.40464","25.67618","30.41712","35.9091","43.04398","54.12182","74.77542","157.20206","13.44831","23.54041","33.16311","48.5829","115.98874",0,NA,1373.184562,"MDG",42.64818,1,46.66,32.81,66.9,34.3,16.7,49.1,1.62,6270.58539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","MDV","Asia","Maldives",90117,118,141.571,247,0,0.143,165772.047,217.063,260.424,454.362,0,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543620,1454.433,30.6,4.12,2.875,15183.616,NA,164.905,9.19,2.1,55,95.803,NA,78.92,0.74,NA,NA,NA,NA,"c",198.52,"50.02704","76.23168","98.2674","120.50164","143.52996","168.54348","199.11556","234.84916","299.7652","594.36888","63.12936","109.38452","156.03672","216.98236","447.06704",0,NA,11953.58551,"MDV",31.28565,3,198.52,154.71,5.2,13.6,81.1,5.3,NA,2.70465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","MEX","North America","Mexico",3846508,775,2178.429,291204,57,156.286,29528.961,5.95,16.723,2235.522,0.438,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,NA,NA,NA,NA,"i",415.89999,"76.1097","128.0972","165.1123","202.5433","242.8856","290.2982","353.0991","447.5084","619.691","1633.6552","102.10345","183.8278","266.5919","400.30375","1126.6731",1,-18.967486,16284.15191,"MEX",45.37549,3,341.5,215.01,2.8,35,24.8,40.2,8.02,635.021306,19.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","MHL","Oceania","Marshall Islands",4,0,0,NA,NA,0,67.094,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59618,295.15,NA,NA,NA,3819.202,NA,557.793,30.53,NA,NA,82.502,2.7,73.7,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3627.846116,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","MKD","Europe","North Macedonia",209971,522,437.286,7354,17,14.143,100818.616,250.641,209.965,3531.06,8.163,6.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,NA,NA,NA,4.28,75.8,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MKD",32.9607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","MLI","Africa","Mali",16716,37,35.429,589,1,1.429,801.507,1.774,1.699,28.242,0.048,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20855724,15.196,16.4,2.519,1.486,2014.306,NA,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434,NA,NA,NA,NA,"c",72.610001,"24.10652","33.76365","40.44377","47.26911","54.31228","63.02548","74.28003","89.09247","113.41682","186.46248","28.935085","43.85644","58.66888","81.68625","149.93965",0,NA,1525.685201,"MLI",33.03796,1,73.1,58.5,77.7,36.1,24.9,38.9,1.82,1917.911006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","MLT","Europe","Malta",38319,64,50.429,462,0,0,74247.239,124.007,97.711,895.175,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144,1372664,2659.686,4.154,1952,3.782,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA,NA,NA,NA,"i",1294.25,"447.8105","657.479","799.8465","931.86","1061.285","1197.18125","1355.07975","1559.57125","1877.95675","3054.43","552.64475","865.85325","1129.233125","1457.3255","2466.193375",0,NA,28821.62422,"MLT",28.66509,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","MMR","Asia","Myanmar",514716,754,875,18963,17,15.429,9391.597,13.758,15.965,346.002,0.31,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,NA,NA,NA,NA,"c",172.39,"50.85505","75.50682","90.50475","104.98551","120.15583","138.60156","161.70182","193.24919","241.69078","546.64869","63.180935","97.74513","129.378695","177.475505","394.169735",0,NA,NA,"MMR",30.69687,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","MNE","Europe","Montenegro",152931,520,457.429,2217,1,6.857,243500.926,827.958,728.33,3529.968,1.592,10.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,NA,3.861,76.88,0.829,NA,NA,NA,NA,"c",441.22,"156.6331","216.63902","249.73052","292.52886","340.62184","391.36214","447.8383","529.464","652.56438","1134.81784","186.63606","271.12969","365.99199","488.65115","893.69111",0,NA,14534.17858,"MNE",38.48795,3,441.22,367.37,0.3,57.4,12.9,29.7,6.06,0.988931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","MNG","Asia","Mongolia",374970,1626,945.286,1909,21,11.429,112627.888,488.394,283.931,573.397,6.308,3.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,6762,4343998,1304.785,2.031,6377,1.915,NA,NA,"samples tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA,NA,NA,NA,"c",262.17999,"87.04376","123.48678","150.49132","175.13624","202.40296","233.86456","269.52104","316.45126","391.9591","671.70516","105.26527","162.81378","218.13376","292.98615","531.83213",0,NA,11396.4208,"MNG",32.74099,2,321.71,267.14,9.9,18,25,57,5.56,0.793364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MOZ","Africa","Mozambique",151457,25,10.714,1936,0,0.286,4709.038,0.777,0.333,60.193,0,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,NA,NA,NA,NA,"c",81.559998,"12.88648","21.53184","27.89352","34.41832","41.5956","49.99628","61.74092","79.84724","114.5918","370.93488","17.20916","31.15592","45.79594","70.79408","242.76334",0,NA,1077.423399,"MOZ",53.99668,1,59.56,40.71,69.6,29.1,20.7,50.2,1.45,4635.128613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","MRT","Africa","Mauritania",38278,90,74.714,808,1,0.857,8016.15,18.848,15.647,169.211,0.209,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,NA,NA,15.95,NA,64.92,0.546,NA,NA,NA,NA,"c",174.63,"52.03974","79.45665","98.84058","117.17673","136.73529","158.21478","184.75854","217.23972","266.48538","435.35259","65.748195","108.008655","147.475035","200.99913","350.918985",0,NA,3731.902529,"MRT",32.61935,2,175.37,147.84,52.2,32,21.4,46.5,3.7,45.088596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","MSR","North America","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2949,1531,1417,NA,NA,1,59.2,30.74,28.45,NA,201,1,0.02,NA,4981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","MUS","Africa","Mauritius",18979,0,0,240,0,0,14903.866,0,0,188.468,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,NA,3.4,74.99,0.804,NA,NA,NA,NA,"c",351.48999,"104.74402","156.06156","189.45311","223.54764","257.64217","294.90011","340.9453","405.26797","521.61116","1020.72696","130.40279","206.500375","276.27114","373.106635","771.16906",0,NA,17730.8984,"MUS",36.76121,3,351.49,276.11,NA,NA,NA,NA,NA,0.786429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","MWI","Africa","Malawi",61846,1,3.571,2302,0,0,3147.751,0.051,0.182,117.164,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,NA,NA,NA,NA,"c",61.68,"16.3452","23.13","27.87936","32.6904","37.9332","44.03952","52.48968","63.71544","83.76144","234.93912","19.7376","30.28488","40.98636","58.10256","159.35028",0,NA,783.8314745,"MWI",44.69431,1,57.94,38.01,56,17.9,25.1,57,1.27,3664.742496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","MYS","Asia","Malaysia",2556865,5413,5670.286,29769,40,48.857,78009.818,165.15,173,908.251,1.22,1.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81,NA,NA,NA,NA,"i",850.15997,"193.83648","300.95664","386.8228","472.68896","571.30752","687.77944","835.70728","1034.64472","1360.256","2657.60016","247.39656","429.75588","629.54348","935.176","2008.92808",0,-17.1,24459.77964,"MYS",41.0664,3,627.05,424.45,NA,NA,NA,NA,3.38,2.0437445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
